tag,fold,side,split,thr,n,win_rate,mean_pl,sum_pl
lstm_v2_base,2,sell,test,0.77,162,0.7222222222222222,-8.282100677490234,-1341.7003173828125
lstm_v2_base,2,sell,test,0.78,106,0.7169811320754716,-15.547122955322266,-1647.9949951171875
lstm_v2_base,2,sell,test,0.79,62,0.7096774193548387,-3.1529972553253174,-195.48582458496094
lstm_v2_base,2,sell,test,0.8,32,0.75,3.5223960876464844,112.7166748046875
lstm_v2_base,2,sell,test,0.81,10,1.0,113.4830322265625,1134.830322265625
lstm_v2_base,2,sell,test,0.82,2,1.0,57.11274719238281,114.22549438476562
lstm_v2_base,2,sell,test,0.83,0,,,0.0
lstm_v2_base,2,sell,test,0.84,0,,,0.0
lstm_v2_base,2,sell,test,0.85,0,,,0.0
lstm_v2_base,2,sell,test,0.0,23688,0.5183215130023641,-2.5486481189727783,-60372.375
lstm_v2_base,3,buy,val,0.5,6635,0.6013564431047476,-2.7652370929718018,-18347.34765625
lstm_v2_base,3,buy,val,0.51,6415,0.6037412314886984,-2.8749256134033203,-18442.6484375
lstm_v2_base,3,buy,val,0.52,6214,0.6041197296427422,-3.5821845531463623,-22259.6953125
lstm_v2_base,3,buy,val,0.53,5973,0.6073999665159886,-3.3761343955993652,-20165.650390625
lstm_v2_base,3,buy,val,0.54,5739,0.6103850845094965,-3.9483642578125,-22659.662109375
lstm_v2_base,3,buy,val,0.55,5489,0.6106758972490436,-5.311362266540527,-29154.06640625
lstm_v2_base,3,buy,val,0.56,5279,0.612426595946202,-5.528720855712891,-29186.1171875
lstm_v2_base,3,buy,val,0.57,5080,0.6149606299212599,-5.603553295135498,-28466.05078125
